,comments,sentiment
1525,সাউন্ড সুপার ,Positive
1526,খারাপ মানের সংযোগ ,Negative
1527,এটা খুব বিরক্তিকর হতে পারে,Negative
1528,এই মূল্য পরিসীমায় সন্তুষ্ট না,Negative
1529,আমি এটা ব্যবহার করে খুব খুশি। ,Positive
1530,অত্যন্ত বাজে মানের শব্দ। ,Negative
1531,"অতিরিক্ত দাম, টাকার মূল্য নষ্ট ",Negative
1532,আমার ব্যবহৃত সেরা হেডফোন।,Positive
1533,জেবিএল একটি বিশ্ব বিখ্যাত ব্র্যান্ড।,Positive
1534," খুব ভাল, উচ্চ এবং পরিষ্কার শব্দ।",Positive
1535,পরিধানে আরামদায়ক এবং  টানেল ছাড়া!!,Positive
1536,সামগ্রিকভাবে সন্তোষজনক নয়,Negative
1537,বিট এবং শব্দ ভলিউম ভাল না।,Negative
1538, Pickaboo থেকে চমৎকার সেবা।,Positive
1539,"অবিশ্বাস্য খাদ, চমৎকার স্বচ্ছতা।",Positive
1540,শুধু  ওয়াও। ,Positive
1541,ভাল মানের নিচে,Negative
1542,হেডফোনের গুণমান এই মূল্য পরিসরে ভাল নয়।,Negative
1543,পণ্য বাস্তব ছিল।,Positive
1544,পণ্য আসল ছিল।,Positive
1545,পণ্য নকল ছিল।,Negative
1546,পণ্য চাইনিজ  ছিল।,Negative
1547,পণ্য চাইনীজ   ছিল।,Negative
1548,পণ্য কপি  ছিল। ,Negative
1549,ডিজাইন খুব আড়ম্বরপূর্ণ এবং নতুন কিছু ছিল। ,Positive
1550,এটা খুব সুষম এবং আরামদায়ক।,Positive
1551,"শব্দ ভাল, সব নিখুঁত ছিল। ",Positive
1552," খুব শীতল প্যাকেজিং, খুব স্থিতিশীল সংযোগ",Positive
1553,ভয়ানক শব্দের  গুণমান,Negative
1554,এই বাজেটে প্রথম শ্রেণীর পণ্য ,Positive
1555,এই বাজেটে একটি চমত্কার ইয়ারফোন।,Positive
1556,আমার স্বপ্নের  হেডফোন পেয়েছি। ,Positive
1557,"উচ্চ মানের হেডফোন,",Positive
1558,সবচেয়ে সাশ্রয়ী মূল্যের ব্লুটুথ।,Positive
1559,পচা  চার্জিং কর্মক্ষমতা।,Negative
1560,দুর্বল স্বচ্ছতা। কানে মাপসই করা যাবে না।,Negative
1561,স্পেসিফিকেশন সঙ্গে মেলে না,Negative
1562,আমি কর্মক্ষমতা সম্পর্কে সন্তুষ্ট।,Positive
1563,সত্যিই অঙ্কিত ও ইমপ্রেসড ,Positive
1564,আমি শুধু মুগ্ধ।,Positive
1565,পিকবু তাদের মানের পরিষেবা এবং দ্রুত ডেলিভারির জন্য  প্রিয় অনলাইন খেতাব  পেয়েছে .,Positive
1566,এটি একটি জনপ্রিয় পণ্য ,Positive
1567,প্রতিস্থাপন গ্যারান্টি আছে ।,Positive
1568,রিপ্লেসমেন্ট  গ্যারান্টি আছে ।,Positive
1569,রিপ্লেসমেন্ট  গ্যারান্টি নাই ।,Negative
1570,চমৎকার  মানের শব্দ।,Positive
1571,গুড ডেলিভারি বিশ্বস্ত সাইট,Positive
1572,কম বাজেট ভাল  মানের পণ্য।,Positive
1573,কম দামে সেরা,Positive
1574,ভাল মূল্য ভাল মানের,Positive
1575,"খুব সুন্দর হেডফোন, ",Positive
1576,অভূতপূর্ব পণ্য,Positive
1577,মাথানষ্ট জিনিস,Positive
1578, খুব আরামদায়ক.,Positive
1579,ডেফিনিটলি রেকমেন্ডেড,Positive
1580,সমস্যাহীন অসাধারণ হেডফোন,Positive
1581,খুব ভাল,Positive
1582,অনিষ্পন্ন পণ্য ,Positive
1583,এটি একটি সত্যিই চমৎকার পণ্য।,Positive
1584,এই মূল্যের মধ্যে সেরা,Positive
1585,আপনি যদি আরো ব্যয় করতে না চান তাহলে কিনে ফেলেন। ,Positive
1586,পাংখা একটা হেডফোন ,Positive
1587,যুক্তিসংগত মুল্যে  ভাল শব্দ।,Positive
1588,নিঃসন্দেহে দাম পরিসীমা মধ্যে সেরা ইয়ারফোন,Positive
1589,নিশ্চিতভাবে এই মুল্যে সেরা।,Positive
1590,এটা একটা  কুল প্রোডাক্ট ,Positive
1591,ভোগাস জিনিশ ,Negative
1592,এটা একদম রাবিশ ,Negative
1593,সস্তা দামে সত্যিই ভাল ইয়ারফোন,Positive
1594,হেডফোন খুব ভাল। ,Positive
1595,এটা অত্যন্ত চিত্তাকর্ষক।,Positive
1596,খুব লোভনীয় দামে ভাল প্রোডাক্ট ,Positive
1597,নিম্ন বাজেটের মধ্যে স্থায়ী হেডফোন,Positive
1598,Pickaboo শিপিং সিস্টেম খুব ব্যবহারকারী বন্ধুত্বপূর্ণ এবং নির্ভরযোগ্য।,Positive
1599,সুন্দর প্যাকেজিং। ,Positive
1600,যারা সস্তা দামে  ভাল জিনিস চায় তাদের জন্য একটি খুব ভাল পণ্য,Positive
1601,সেবা দ্রুত,Positive
1602,"সাউন্ড কোয়ালিটি ভাল, ",Positive
1603,একটি খুব সাশ্রয়ী মূল্যের মূল্য সঙ্গে গ্রেট হেডফোন।,Positive
1604,অসাধারণ শব্দ,Positive
1605,"যুক্তিসঙ্গত মূল্য,  ধন্যবাদ।",Positive
1606," অসামান্য বীট, দারুন সাউন্ড ",Positive
1607,"চমৎকার ডিজাইন, ",Positive
1608,ওভারল ভালো ডিল।,Positive
1609, মনে হয় আসল।,Positive
1610, আর পিকাবুর সার্ভিস সিস্টেম ভাল লেগেছে। ,Positive
1611,এই দামে এই ইয়ারফোন সর্বোত্তম।,Positive
1612,এটা অসাধারণ ....,Positive
1613,"তারা ছয় মাসের জন্য ওয়্যারেন্টি প্রদান করে, ",Positive
